# (c) Der Bundeswahlleiter, Wiesbaden 2017;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur
;;Dörfler;Jürgen Horst;m;1961;Nürnberg;Nürnberg;Dipl.-Betriebswirt (FH);BY;244;Nürnberg-Nord;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;32;
;;Döring;Jörn;m;1977;Bünde;Bünde;Gastronomieleiter;NW;133;Herford – Minden-Lübbecke II;FREIE WÄHLER;FREIE WÄHLER;NW;FREIE WÄHLER;FREIE WÄHLER;6;
;;Dorison;Alice;w;1995;Tübingen;Tübingen;Auszubildende;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;46;
;;Dorka;Gerhard Horst;m;1955;Gladbeck;Essen;Rechtsanwalt;NW;125;Bottrop – Recklinghausen III;DKP;Deutsche Kommunistische Partei;NW;DKP;Deutsche Kommunistische Partei;10;
;;Dörlitz;Heinz Helmut;m;1963;Hamburg;Hamburg;Binnenschiffer;;;;;;HH;NPD;Nationaldemokratische Partei Deutschlands;4;
;;Dörmann;Martin;m;1962;Köln;Herten;MdB;NW;93;Köln I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;51;X
;;Dornach;Krimhilde Marianne;w;1966;Weißenhorn;Zell-Eisenberg;Fachlehrerin für Musik;BY;257;Ostallgäu;ÖDP;Ökologisch-Demokratische Partei;;;;;
;;Dörner;Katja;w;1976;Bonn;Siegen;MdB;NW;96;Bonn;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;3;X
Dr.;;Dörner;Wolfgang Marc;m;1960;Nürnberg;Brüssel, Belgien;selbst. Chemiker / Kaufmann;BY;241;Ansbach;AfD;Alternative für Deutschland;BY;AfD;Alternative für Deutschland;26;
Dr.;;Dornheim;Laura;w;1983;Berlin;Dachau;Unternehmensberaterin;;;;;;BE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;5;
;;Dörr;Marcus;m;1985;Traisen;Bad Kreuznach;Maschinenbauingenieur;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;26;
;;Dossenbach;Markus;m;1968;Bad Staffelstein;Säckingen;GmbH-Geschäftsführer, kfm. Angestellter;;;;;;BY;AfD;Alternative für Deutschland;25;
;;Dött;Marie-Luise;w;1953;Berlin;Nordhorn;Kauffrau im Einzelhandel;NW;117;Oberhausen – Wesel III;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;8;X
;;Dotten;Horst;m;1957;Essen;Essen;Metallfacharbeiter;NW;119;Essen II;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Dotzler;Thomas Georg;m;1965;Bamberg;Bamberg;Hauptsekretär a. D.;BY;236;Bamberg;BP;Bayernpartei;;;;;
;;Drabinski;Dirk Ronald;m;1965;Seelow;Berlin;Dozent;;;;;;BB;BGE;Bündnis Grundeinkommen;7;
;;Draeger;Hannes;m;1983;Münster;Berlin;Angestellter;NW;124;Steinfurt I – Borken I;DIE LINKE;DIE LINKE;;;;;
;;Drakos;Nicole;w;1971;Berlin;Düsseldorf;Filmemacherin;;;;;;BE;du.;Die Urbane. Eine HipHop Partei;2;
;;Drängler;Katharina Veronika;w;1986;St. Wendel;Wittlich;CNC-Fräserin;;;;;;SL;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;5;
;;Drechsler;Gabriele;w;1959;Schwarzenbruck;Vilsendorf (jetzt Bielefeld);Textilreinigermeisterin;BY;246;Roth;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;38;
;;Drechsler;Noreen;w;1984;Berlin;Stollberg;Studentin;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;32;
;;Dreger;Winfried Hugo;m;1954;Fredersdorf-Vogelsdorf;Ilmenau;Dipl.-Ingenieur;BB;59;Märkisch-Oderland – Barnim II;FREIE WÄHLER;FREIE WÄHLER;BB;FREIE WÄHLER;FREIE WÄHLER;4;
;;Dreher;Dirk Raik;m;1968;Ludwigshafen am Rhein;Hennigsdorf;Volljurist;RP;207;Ludwigshafen/Frankenthal;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Drehsen;Guido;m;1966;Herrenberg;Birkesdorf (jetzt Düren);IT-Berater;;;;;;BW;DiB;DEMOKRATIE IN BEWEGUNG;11;
;;Drenkhan;Gregor;m;1979;Frankfurt am Main;Frankfurt am Main;Elektroniker;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;26;
;;Drenske;Peter Holger;m;1960;Lichterfeld-Schacksdorf;Finsterwalde;Ingenieur für Fleischwirtschaft;BB;65;Elbe-Elster – Oberspreewald-Lausitz II;AfD;Alternative für Deutschland;;;;;
;;Drephal;Madeleine Christin;w;1989;Frankfurt am Main;Bad Homburg v. d. Höhe;Angestellte;;;;;;HE;FREIE WÄHLER;FREIE WÄHLER;27;
;;Drephal;Rainer;m;1944;Frankfurt am Main;Lüneburg;Controller;;;;;;HE;FREIE WÄHLER;FREIE WÄHLER;32;
;;Drescher;Ulrich Martin;m;1952;Kirchzarten;Frankfurt am Main;Dipl.-Volkswirt / Unternehmer;BW;288;Waldshut;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;28;
;;Dreßler;Mario;m;1962;Gotha;Weißenfels;Heizungsbaumeister;;;;;;TH;DM;Deutsche Mitte;6;
;;Drexler;Gerhard Johann;m;1964;Freyung;Freyung;Geschäftsführer;;;;;;BY;FDP;Freie Demokratische Partei;31;
;;Dreyer;Silvia;w;1954;Oranienburg;Zeitz;Dipl.-Wirtschaftlerin;;;;;;BB;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;1;
;;Driesang;Dirk Klaus;m;1964;Eichenau;Bad Kreuznach;Opernchorsänger;BY;245;Nürnberg-Süd;AfD;Alternative für Deutschland;;;;;
;;Drobinski-Weiß;Elvira;w;1951;Waldkirch;Norderney;MdB;BW;284;Offenburg;SPD;Sozialdemokratische Partei Deutschlands;BW;SPD;Sozialdemokratische Partei Deutschlands;17;X
;;Droese;Siegbert;m;1969;Leipzig;Leipzig;Hotelkaufmann;SN;153;Leipzig II;AfD;Alternative für Deutschland;SN;AfD;Alternative für Deutschland;3;
;;Dröge;Katharina;w;1984;Köln;Münster;Dipl.-Volkswirtin;NW;95;Köln III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;X
;;Drößler;Corvin;m;1999;Walsleben;Neuruppin;Schüler;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;
;;Droste;Michael;m;1960;Königswinter;Wesel;Physiker;NW;98;Rhein-Sieg-Kreis II;DIE LINKE;DIE LINKE;;;;;
Dr.;;Drumm;Herbert;m;1949;Bad Kreuznach;Baumholder;Dipl.-Physiker;RP;201;Kreuznach;FREIE WÄHLER;FREIE WÄHLER;RP;FREIE WÄHLER;FREIE WÄHLER;1;
;;Ducke;Kai-Uwe;m;1975;Berlin;Crimmitschau;Fachinformatiker;BE;76;Berlin-Pankow;BüSo;Bürgerrechtsbewegung Solidarität;BE;BüSo;Bürgerrechtsbewegung Solidarität;5;
;;Duda;Marcel;m;1991;Sarstedt;Hildesheim;Student der Politikwissenschaften;NI;29;Cuxhaven – Stade II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NI;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;
;;Duden;Annett;w;1973;Berlin;Königs Wusterhausen;Angestellte;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;14;
;;Duhme;Elke;w;1959;Telgte;Münster;Sparkassenbetriebswirtin;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;77;
;;Dumberger;Andrea Brigitte;w;1957;München;Erding;Dipl.-Sozialpädagogin;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;15;
;;Dumberger;Klaus Thomas;m;1964;München;München;Elektronik-Facharbeiter;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;7;
;;Düngel;Daniel;m;1976;Münster;Oberhausen;Versicherungskaufmann;NW;129;Münster;PIRATEN;Piratenpartei Deutschland;NW;PIRATEN;Piratenpartei Deutschland;2;
;;Durak;Erol;m;1972;Langen (Hessen);Edirne, Türkei;Angestellter;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;10;
;;Dürr;Christian;m;1977;Ganderkesee;Delmenhorst;MdL / Dipl.-Ökonom;NI;28;Delmenhorst – Wesermarsch – Oldenburg-Land;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;1;
;;Dürr;Markus Ulrich;m;1993;Neustadt an der Weinstraße;Ludwigshafen am Rhein;Dipl.-Finanzwirt (FH);RP;208;Neustadt – Speyer;FDP;Freie Demokratische Partei;RP;FDP;Freie Demokratische Partei;13;
;;Durz;Hansjörg;m;1971;Neusäß;Augsburg;MdB;BY;253;Augsburg-Land;CSU;Christlich-Soziale Union in Bayern e.V.;BY;CSU;Christlich-Soziale Union in Bayern e.V.;39;X
;;Dworschak;Reiner;m;1954;Köln;Hilsbach;Werkstoffprüfer;NW;93;Köln I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Dyhr;Thomas;m;1958;Bernau bei Berlin;Wuppertal;Kriminalbeamter;BB;57;Uckermark – Barnim I;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Ebbing;Hartmut Heinrich Wilhelm;m;1956;Berlin;Berlin;Wirtschaftsprüfer / Steuerberater;BE;79;Berlin-Steglitz-Zehlendorf;FDP;Freie Demokratische Partei;BE;FDP;Freie Demokratische Partei;3;
;;Ebel;Helga;w;1945;Aachen;Elsoff (Westerwald);Dipl.-Sozialpädagogin i. R.;;;;;;NW;DIE LINKE;DIE LINKE;29;
;;Ebel;Manfred;m;1954;Trebbin;Berlin;Gesellschaftswissenschaftler;BB;62;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;DKP;Deutsche Kommunistische Partei;;;;;
;;Eberhard;Harald Siegfried;m;1958;Augsburg;München;Bauleiter;;;;;;BY;BP;Bayernpartei;13;
;;Eberhard-Forschner;Dagmar;w;1953;Düsseldorf;Kirchheim unter Teck;Ärztin;NW;107;Düsseldorf II;MLPD;Marxistisch-Leninistische Partei Deutschlands;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;20;
;;Eberhardt;Hannes;m;1981;Regensburg;Regensburg;Fraktionsassistent;BY;233;Regensburg;ÖDP;Ökologisch-Demokratische Partei;;;;;
;;Eberherr;Norbert;m;1968;Laufen;Burghausen;Sozialversicherungsfachangestellter;BY;225;Traunstein;DIE LINKE;DIE LINKE;;;;;
;;Eberl;Iris Maria;w;1958;Aichach;Hörzhausen (jetzt Schrobenhausen);MdB / Gymnasiallehrerin;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;33;X
;;Ebner;Harald;m;1964;Kirchberg an der Jagst;Göppingen;MdB / Dipl.-Agraringenieur;BW;268;Schwäbisch Hall – Hohenlohe;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;8;X
;;Ebner;Matthias;m;1984;Tiefenbronn;Sindelfingen;Dipl.-Wirtschaftsingenieur (FH);BW;258;Stuttgart I;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;BW;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;1;
;;Ebner-Steiner;Katrin;w;1978;Metten;Deggendorf;Bilanzbuchhalterin (IHK);BY;227;Deggendorf;AfD;Alternative für Deutschland;;;;;
;;Ebrahimi Zadeh;Mehdi;m;1975;Bonn;Bonn;Unternehmensberater;NW;96;Bonn;PIRATEN;Piratenpartei Deutschland;;;;;
;;Ebrahiminejad;Moschgan;w;1965;Saarbrücken;Quierschied;Fernsehaufnahmeleiterin;;;;;;SL;SPD;Sozialdemokratische Partei Deutschlands;6;
;;Eccarius;Frieder;m;1988;Gotha;Friedrichroda;Industriekaufmann / Student;;;;;;TH;SPD;Sozialdemokratische Partei Deutschlands;10;
;;Eckardt;Sören;m;1988;Barsinghausen;Merseburg (Saale);selbständig;;;;;;NI;DiB;DEMOKRATIE IN BEWEGUNG;2;
;;Eckenbach;Jutta;w;1952;Essen;Essen;MdB / Bürokauffrau;NW;119;Essen II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;40;X
;;Eckert;Christian Herbert Josef;m;1947;Grafing b.München;Bad Tölz;Fernsehtechnikermeister;;;;;;BY;BP;Bayernpartei;14;
;;Eckstein;Michael Horst Georg;m;1968;Coburg;München;Historiker;BY;238;Coburg;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;39;
;;Edelmann;Kristin;w;1970;Neukirchen-Vluyn;Erfurt;Dipl.-Ökotrophologin / Niederlassungsleiterin;;;;;;NW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;10;
;;Edenhofer;Lilian;w;1967;Garmisch-Partenkirchen;Garmisch-Partenkirchen;freie Journalistin;BY;215;Fürstenfeldbruck;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Eder;Elke Ursula;w;1963;Zirndorf;Gräfenberg;Heilerziehungspflegerin;BY;243;Fürth;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;21;
;;Eder;Julian Simon;m;1998;Wöllstadt;Frankfurt am Main;Schüler;HE;177;Wetterau I;DIE LINKE;DIE LINKE;HE;DIE LINKE;DIE LINKE;12;
;;Edler;Annette;w;1962;Renningen;Essen;Architektin (FH);;;;;;BW;DM;Deutsche Mitte;7;
;;Edler;Evelyn;w;1981;Wernigerode;Sangerhausen;Dipl.-Verwaltungsökonomin;ST;68;Harz;DIE LINKE;DIE LINKE;ST;DIE LINKE;DIE LINKE;7;
;;Edler;Hans-Stefan Egon;m;1949;Blankenfelde-Mahlow;Ilmenau;Dipl.-Ing. (FH) / Rentner;;;;;;BB;AfD;Alternative für Deutschland;9;
;;Edsen;Samantha;w;1991;Hamburg;Neumünster;Assistentin der Verlagsleitung;HH;18;Hamburg-Mitte;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;HH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;3;
;;Eenhuis;Detlef;m;1967;Neuwied;Neiwied;Unternehmer;;;;;;RP;FREIE WÄHLER;FREIE WÄHLER;12;
;;Egerer;Lutz;m;1964;Petersaurach;Nürnberg;Erster Bürgermeister;BY;241;Ansbach;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;25;
;;Eggert;Nils Adrian;m;1996;Wiesbaden;Frankfurt am Main;Student;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;20;
;;Eglence;Gönül;w;1979;Essen;Detmold;Referentin für politische Bildung;NW;119;Essen II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;19;
;;Ehlers;Alexander Paul Friedrich;m;1955;München;Berlin;Fachanwalt für Medizinrecht;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;69;
;;Ehrenhuber;Martin;m;1972;Münsing;München;Dipl.-Ingenieur;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;64;
;;Ehrhorn;Thomas;m;1959;Lachendorf;Helmstedt;Pilot;NI;44;Celle – Uelzen;AfD;Alternative für Deutschland;NI;AfD;Alternative für Deutschland;3;
;;Ehrke;Sabine;w;1964;Gehrden;Schlema;Exportsachbearbeiterin;NI;47;Hannover-Land II;AfD;Alternative für Deutschland;NI;AfD;Alternative für Deutschland;8;
;;Ehrl;Ewald;m;1961;Gleißenberg;Furth im Wald;Besitzverwaltungsassistent;BY;234;Schwandorf;EB: Ehrl;Für das Vaterland - Ewald Ehrl;;;;;
;;Ehrlich;Gerald;m;1967;Kamp-Lintfort;Essen;Vermögensberater;;;;;;NW;DiB;DEMOKRATIE IN BEWEGUNG;12;
;;Ehses;Martina;w;1960;Zeltingen-Rachtig;Wittlich;Verwaltungsangestellte;;;;;;RP;ÖDP;Ökologisch-Demokratische Partei;18;
;;Ehses;Sabine;w;1960;Zeltingen-Rachtig;Wittlich;Sparkassenfachangestellte;;;;;;RP;ÖDP;Ökologisch-Demokratische Partei;14;
;;Ehtemai;Meysam;m;1980;Limburg a.d. Lahn;Shiraz, Iran;Angestellter;;;;;;HE;SPD;Sozialdemokratische Partei Deutschlands;33;
;;Eibes;Hans-Peter;m;1958;Ludwigshafen am Rhein;Ludwigshafen am Rhein;Betriebswirt (VWA);;;;;;RP;FDP;Freie Demokratische Partei;25;
;;Eichbaum;Dominik;m;1978;Siegen;Marburg;Dipl.-Kaufmann;NW;148;Siegen-Wittgenstein;EB: Eichbaum;Parteiloser Direktkandidat - Plattform für Zukunftspolitik (plattform 4D);;;;;
;;Eichbaum;Ulf;m;1969;Oldenburg (Oldenburg);Oldenburg (Oldenburg);freiberufl. Masseur;;;;;;NI;BGE;Bündnis Grundeinkommen;8;
;;Eiche;Michael;m;1964;Düsseldorf;Hagen;Verwaltungsangestellter;NW;138;Hagen – Ennepe-Ruhr-Kreis I;AfD;Alternative für Deutschland;;;;;
;;Eichel;Ingo;m;1979;Schwäbisch Hall;Schwäbisch Hall;Betriebswirt;;;;;;BW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;1;
;;Eichert;Martin;m;1965;Schauerberg;Imsbach;Dipl.-Ing. Vermessung (FH);RP;210;Pirmasens;FREIE WÄHLER;FREIE WÄHLER;RP;FREIE WÄHLER;FREIE WÄHLER;3;
;;Eickmeyer;Klaus;m;1959;Reinfeld (Holstein);Halberstadt;Verwaltungsangestellter;SH;9;Ostholstein – Stormarn-Nord;DIE LINKE;DIE LINKE;;;;;
;;Eifler;Andreas;m;1955;Schalkau;Coburg;Arbeiter;TH;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;MLPD;Marxistisch-Leninistische Partei Deutschlands;TH;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;
Dr.;;Eigemeier;Ellen;w;1970;Mainz;Meschede;Dipl.-Geographin;;;;;;RP;ÖDP;Ökologisch-Demokratische Partei;5;
;;Eigenfeld;Ulrich;m;1947;Oldenburg (Oldenburg);Varel;Rentner;;;;;;NI;NPD;Nationaldemokratische Partei Deutschlands;5;
;;Eink;Guido;m;1966;Marbach am Neckar;Münster;Systemspezialist;;;;;;BW;ÖDP;Ökologisch-Demokratische Partei;18;
;;Einwächter-Lange;Heike Karin;w;1961;Bremen;Bremen;Tierheilpraktikerin;;;;;;HB;MENSCHLICHE WELT;Menschliche Welt;2;
;;Eisele;Henrik;m;1975;Weisenbach;Baden-Baden;Industriekaufmann;;;;;;BW;PIRATEN;Piratenpartei Deutschland;13;
;;Eisenbrückner;Heiko;m;1976;Eutingen im Gäu;Horb am Neckar;Betriebswirt;BW;280;Calw;PIRATEN;Piratenpartei Deutschland;BW;PIRATEN;Piratenpartei Deutschland;23;
;;Eisenhardt;Nina;w;1990;Darmstadt;Sindelfingen;ltd. Angestellte;HE;184;Groß-Gerau;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;9;
;;Eisenkolb;Helmut Martin Maximilian;m;1972;Offenbach am Main;Frankfurt am Main;Projektmanager;;;;;;HE;PIRATEN;Piratenpartei Deutschland;15;
;;Eisermann;Benedikt;m;1967;Mönchengladbach;Arnsberg;Lehrkraft besondere Aufgaben;;;;;;NW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;7;
;;Eisold;Klaus Peter;m;1961;Landau in der Pfalz;Mainz;Kanzler der Hochschule;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;27;
;;Eisold-Fritz;Julia;w;1969;Landau in der Pfalz;Jülich;Personalentwicklerin;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;24;
;;Eißner;Jürgen;m;1971;Marktoberdorf;Würzburg;Produktauditor Prüfmittel;BY;257;Ostallgäu;BP;Bayernpartei;;;;;
;;Eitel;Henrik;m;1977;Neunkirchen;Zweibrücken;Abteilungsleiter;;;;;;SL;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;8;
;;Eken;Ahmed;m;1975;Deißlingen;Villingen-Schwenningen;Angestellter;;;;;;BW;FREIE WÄHLER;FREIE WÄHLER;4;
;;El Boustami;Ghalia;w;1967;Wolfenbüttel;Rabat, Marokko;Dozentin;NI;49;Salzgitter – Wolfenbüttel;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NI;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;15;
;;El Chab;Ismail;m;1990;Limburg a.d. Lahn;Lingen (Ems);Auszubildender;;;;;;HE;SPD;Sozialdemokratische Partei Deutschlands;45;
;;Elbert;Susanne;w;1966;Martensrade;Münster;Rechtsanwältin;SH;6;Plön – Neumünster;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Elgas;Marie-Celine;w;1997;Jockgrim;Germersheim;Schülerin;;;;;;RP;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;4;
;;Elgersma;Pier;m;1952;Duisburg;Witmarsum, Niederlande;Stahlarbeiter;;;;;;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;29;
;;Elia;Claudia;w;1967;Hannover;Hamburg;Phonotypistin;;;;;;NI;DKP;Deutsche Kommunistische Partei;10;
;;Elicora;Hakan;m;1973;Gelsenkirchen;Zonguldak, Türkei;Chemikant;;;;;;NW;-;Allianz Deutscher Demokraten;15;
;;Elkins;Tabitha;w;1967;Alsheim;Camden, USA;Musikerin / Lehrerin;RP;206;Worms;EB: Elkins;Bürgerkandidaten;;;;;
;;Eller;Rica;w;1993;Bernau bei Berlin;Berlin;Studentin;;;;;;BB;SPD;Sozialdemokratische Partei Deutschlands;9;
;;Ellmers;Nils;m;1971;Osnabrück;Hamburg;Hausmann;;;;;;NI;PIRATEN;Piratenpartei Deutschland;6;
;;Elsholz;Paula;w;1987;Düsseldorf;Gdingen;Referentin GLS Treuhand e.V.;NW;106;Düsseldorf I;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Elsner;Julia Mignon Scarlett;w;1988;Weichering;Neuburg a.d.Donau;Bankkauffrau;;;;;;BY;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;8;
;;Elsner von Gronow;Gerhard Helmuth Berengar;m;1978;Soest;Bad Godesberg (jetzt Bonn);Vertriebsleiter;NW;146;Soest;AfD;Alternative für Deutschland;NW;AfD;Alternative für Deutschland;15;
Dr.;;Elß;Walter Reinhard;m;1950;Zerbst/Anhalt;Zerbst;Arzt;ST;71;Anhalt;FDP;Freie Demokratische Partei;ST;FDP;Freie Demokratische Partei;7;
;;Elster;Annette Anni Gisela;w;1965;Neuss;Hameln;Opern- und Konzertsängerin / Dipl.-Musikerin;NW;108;Neuss I;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Emmelmann;Jürgen;m;1951;Östringen;Weißensee;Dipl.-Ingenieur i. R.;;;;;;BW;DM;Deutsche Mitte;5;
;;Emmerich;Marcel;m;1991;Ulm;Reutlingen;Büroleiter;BW;291;Ulm;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;16;
;;Emmerling;Sylvia;w;1974;Langen (Hessen);Ulm;kfm. Angestellte;;;;;;HE;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;2;
;;Emmrich;Sharon;w;1973;Pfaffenhofen;Viersen;Industriekauffrau;;;;;;BW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;12;
;;Emre;Ecevit;m;1974;Wiesloch;Elazig;Transportunternehmer;;;;;;BW;DIE LINKE;DIE LINKE;12;
;;Engel;Johannes;m;1993;Blieskastel;St. Ingbert;Student;;;;;;SL;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;20;
;;Engel;Stefan;m;1954;Gelsenkirchen;Neustadt b.Coburg;freier Publizist;BY;238;Coburg;MLPD;Marxistisch-Leninistische Partei Deutschlands;TH;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;
;;Engelhardt;Heike;w;1961;Ravensburg;Stuttgart;Redakteurin;BW;294;Ravensburg;SPD;Sozialdemokratische Partei Deutschlands;BW;SPD;Sozialdemokratische Partei Deutschlands;31;
;;Engelmeier;Michaela;w;1960;Engelskirchen;Hagen;MdB / Erzieherin;NW;99;Oberbergischer Kreis;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;20;X
;;Engels;Grigorij (Gregory);m;1976;Offenbach am Main;Moskau, Russland;Unternehmer;HE;185;Offenbach;PIRATEN;Piratenpartei Deutschland;HE;PIRATEN;Piratenpartei Deutschland;11;
;;Engewicht;Karl Wolfgang;m;1945;Neuruppin;Görlitz;Rentner;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;FREIE WÄHLER;FREIE WÄHLER;BB;FREIE WÄHLER;FREIE WÄHLER;6;
Dr.;;Engler-Hamm;Horst;m;1943;München;Breslau;Zahnarzt;BY;217;München-Nord;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;7;
;;Engling;Mathias;m;1987;Stepenitztal;Grevesmühlen;Informatiker;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;MV;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;4;
;;Enke;Birgit Waltraud;w;1962;Wittstock/Dosse;Leipzig;Bauzeichnerin;;;;;;BB;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;2;
;;Enz;Christian;m;1979;Höchstadt a.d.Aisch;Rothenburg ob der Tauber;Bankkaufmann;BY;242;Erlangen;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;14;
